TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster
36.74,Debit,Tucson,Branch,Dewasa,Doctor,133,1,6217.58,2024-11-04 08:07:57,2
79.14,Credit,Portland,Online,Lansia Muda,Retired,22,1,2229.56,2024-11-04 08:08:52,1
132.48,Debit,Charlotte,Branch,Dewasa,Engineer,101,1,9313.05,2024-11-04 08:07:12,0
136.48,Debit,Charlotte,Online,Lansia Muda,Engineer,138,4,4618.53,2024-11-04 08:09:36,2
203.76,Debit,Colorado Springs,Branch,Lansia Muda,Retired,37,1,6747.16,2024-11-04 08:09:45,2
750.95,Debit,Chicago,Branch,Lansia,Retired,27,1,5134.37,2024-11-04 08:11:09,2
0.84,Debit,Austin,ATM,Lansia Muda,Engineer,31,1,2207.54,2024-11-04 08:07:14,1
257.18,Debit,Los Angeles,Online,Lansia,Doctor,28,1,13336.15,2024-11-04 08:10:15,0
767.66,Debit,San Jose,ATM,Lansia Muda,Doctor,155,1,1801.69,2024-11-04 08:12:04,1
182.29,Debit,San Diego,Online,Lansia Muda,Doctor,123,1,522.39,2024-11-04 08:08:24,1
184.51,Credit,Portland,Online,Lansia Muda,Doctor,118,1,9381.64,2024-11-04 08:09:30,0
451.31,Debit,Fort Worth,ATM,Lansia Muda,Retired,166,5,2963.29,2024-11-04 08:07:38,1
144.1,Debit,Chicago,Branch,Lansia Muda,Doctor,30,1,11523.64,2024-11-04 08:10:03,0
72.5,Debit,Fort Worth,ATM,Dewasa,Doctor,30,1,12723.62,2024-11-04 08:11:48,0
74.11,Credit,Virginia Beach,Online,Lansia,Retired,71,4,3920.11,2024-11-04 08:08:28,1
22.15,Debit,Denver,Branch,Dewasa,Doctor,73,1,7451.83,2024-11-04 08:11:03,2
777.92,Debit,Austin,Branch,Lansia Muda,Doctor,97,1,7061.58,2024-11-04 08:09:32,2
790.07,Debit,Miami,Online,Dewasa Muda,Student,197,1,985.77,2024-11-04 08:10:46,1
406.33,Credit,Miami,Branch,Lansia Muda,Engineer,103,1,4298.34,2024-11-04 08:07:41,2
767.41,Debit,Fort Worth,ATM,Lansia Muda,Doctor,27,1,12799.34,2024-11-04 08:08:55,0
4.58,Credit,Atlanta,Online,Dewasa Muda,Student,135,1,811.24,2024-11-04 08:06:26,1
447.83,Credit,Atlanta,Branch,Lansia Muda,Doctor,88,1,13273.08,2024-11-04 08:07:29,0
49.67,Debit,Atlanta,Online,Dewasa Muda,Student,146,1,842.94,2024-11-04 08:08:23,1
77.83,Credit,Kansas City,Branch,Dewasa,Engineer,146,1,2471.53,2024-11-04 08:10:31,1
702.87,Debit,Washington,ATM,Dewasa Muda,Student,184,1,1237.5,2024-11-04 08:11:14,1
133.56,Debit,Atlanta,Online,Dewasa Muda,Student,177,1,783.83,2024-11-04 08:06:58,1
868.05,Credit,San Diego,Online,Dewasa,Engineer,119,1,3931.03,2024-11-04 08:09:57,1
52.87,Debit,Indianapolis,Branch,Dewasa Muda,Student,70,1,960.96,2024-11-04 08:11:49,1
179.0,Debit,Houston,ATM,Lansia,Retired,121,1,7310.88,2024-11-04 08:10:18,2
1168.26,Credit,Philadelphia,Online,Lansia,Retired,37,1,1385.74,2024-11-04 08:09:53,1
384.11,Debit,Fort Worth,ATM,Lansia Muda,Retired,12,1,7902.52,2024-11-04 08:06:36,2
227.61,Debit,Houston,Online,Lansia,Retired,61,1,4405.28,2024-11-04 08:07:41,2
40.83,Debit,Indianapolis,ATM,Dewasa,Engineer,24,1,3944.12,2024-11-04 08:12:04,1
19.76,Debit,Nashville,ATM,Dewasa Muda,Student,240,1,1523.04,2024-11-04 08:10:08,1
484.24,Debit,Raleigh,Branch,Lansia,Doctor,77,1,8042.3,2024-11-04 08:06:44,2
494.66,Debit,Houston,Online,Dewasa,Doctor,110,1,5531.93,2024-11-04 08:06:25,2
301.47,Debit,Colorado Springs,Branch,Dewasa Muda,Student,291,1,560.73,2024-11-04 08:09:25,1
199.09,Debit,Detroit,Online,Lansia,Doctor,89,1,1658.52,2024-11-04 08:08:46,1
38.95,Debit,Los Angeles,Online,Dewasa Muda,Engineer,50,1,731.52,2024-11-04 08:08:49,1
515.94,Debit,San Francisco,ATM,Dewasa Muda,Engineer,37,1,1389.89,2024-11-04 08:11:10,1
41.93,Debit,Fresno,ATM,Dewasa,Engineer,136,1,5081.26,2024-11-04 08:06:24,2
137.84,Debit,Omaha,ATM,Dewasa Muda,Student,83,1,1000.35,2024-11-04 08:09:26,1
95.35,Debit,Chicago,Online,Dewasa Muda,Student,131,1,1639.9,2024-11-04 08:07:22,1
93.14,Debit,Memphis,Online,Lansia,Retired,151,1,5473.82,2024-11-04 08:07:53,2
1427.71,Debit,New York,Branch,Lansia Muda,Doctor,159,1,1729.26,2024-11-04 08:09:30,1
79.33,Credit,Las Vegas,Online,Lansia Muda,Doctor,109,1,14798.1,2024-11-04 08:07:06,0
76.89,Debit,Chicago,ATM,Lansia Muda,Doctor,132,1,7374.26,2024-11-04 08:10:31,2
233.71,Debit,Jacksonville,Online,Dewasa Muda,Student,297,1,1231.98,2024-11-04 08:12:09,1
14.92,Debit,Las Vegas,Branch,Dewasa Muda,Engineer,120,1,6611.26,2024-11-04 08:07:33,2
242.17,Debit,Jacksonville,ATM,Lansia Muda,Doctor,147,1,883.72,2024-11-04 08:10:41,1
122.98,Debit,Jacksonville,Online,Lansia,Retired,228,1,5055.99,2024-11-04 08:09:50,2
129.35,Debit,Las Vegas,ATM,Lansia Muda,Engineer,130,1,7166.88,2024-11-04 08:09:41,2
138.33,Debit,Dallas,Online,Dewasa Muda,Student,69,1,232.56,2024-11-04 08:09:17,1
39.31,Debit,Portland,Online,Dewasa Muda,Student,178,1,1236.38,2024-11-04 08:06:47,1
91.85,Debit,Seattle,Online,Dewasa Muda,Student,148,1,802.09,2024-11-04 08:12:14,1
277.7,Debit,Nashville,Branch,Lansia Muda,Engineer,107,1,1423.2,2024-11-04 08:11:43,1
114.03,Debit,Portland,ATM,Lansia Muda,Doctor,172,1,13388.56,2024-11-04 08:11:42,0
302.63,Credit,San Jose,Branch,Dewasa Muda,Engineer,10,1,2801.28,2024-11-04 08:07:17,1
31.19,Debit,Charlotte,ATM,Lansia Muda,Engineer,74,1,5545.96,2024-11-04 08:09:33,2
112.91,Credit,Tucson,Online,Dewasa Muda,Engineer,135,1,4764.48,2024-11-04 08:09:36,2
742.26,Debit,San Diego,Online,Dewasa Muda,Engineer,36,1,7868.19,2024-11-04 08:10:01,2
256.8,Debit,Charlotte,ATM,Dewasa Muda,Student,80,1,1128.38,2024-11-04 08:09:22,1
378.68,Debit,Fort Worth,ATM,Lansia Muda,Doctor,239,1,7627.04,2024-11-04 08:07:11,2
571.93,Debit,Washington,Online,Lansia Muda,Retired,119,1,4026.03,2024-11-04 08:06:42,1
26.31,Credit,Austin,Online,Lansia,Retired,163,1,7095.76,2024-11-04 08:06:54,2
205.58,Debit,Portland,Online,Dewasa Muda,Student,159,1,1501.95,2024-11-04 08:07:55,1
533.61,Debit,Mesa,Online,Dewasa,Engineer,115,1,3656.93,2024-11-04 08:11:43,1
428.62,Debit,Raleigh,Branch,Lansia Muda,Retired,72,1,3473.24,2024-11-04 08:10:24,1
361.22,Debit,Raleigh,ATM,Lansia Muda,Retired,167,1,7061.73,2024-11-04 08:10:24,2
837.29,Debit,Phoenix,Branch,Dewasa Muda,Student,216,1,6012.67,2024-11-04 08:07:12,2
117.25,Credit,Atlanta,Online,Dewasa,Doctor,73,1,13694.68,2024-11-04 08:08:29,0
135.27,Debit,Atlanta,ATM,Dewasa,Doctor,131,1,9410.51,2024-11-04 08:09:32,0
185.1,Debit,Albuquerque,Branch,Lansia Muda,Retired,23,1,6115.63,2024-11-04 08:10:41,2
113.54,Debit,Columbus,Online,Dewasa,Engineer,273,1,5581.21,2024-11-04 08:08:45,2
354.96,Debit,Fort Worth,Online,Lansia,Doctor,96,1,6712.94,2024-11-04 08:08:19,2
224.22,Debit,Fresno,Branch,Lansia Muda,Doctor,37,1,8400.87,2024-11-04 08:12:18,2
737.1,Debit,Washington,ATM,Lansia Muda,Retired,92,1,4644.19,2024-11-04 08:11:08,2
223.22,Debit,Fort Worth,ATM,Dewasa Muda,Student,96,1,1734.22,2024-11-04 08:08:15,1
557.26,Debit,San Jose,ATM,Lansia,Doctor,53,1,5237.12,2024-11-04 08:09:49,2
1496.57,Debit,Memphis,Online,Dewasa,Engineer,95,1,969.06,2024-11-04 08:06:37,1
27.44,Debit,Boston,ATM,Lansia Muda,Retired,164,1,5950.48,2024-11-04 08:08:43,2
310.09,Debit,Detroit,Branch,Dewasa,Doctor,166,1,9962.5,2024-11-04 08:10:52,0
80.38,Debit,Kansas City,Online,Lansia Muda,Doctor,116,1,9662.88,2024-11-04 08:09:54,0
26.1,Credit,Detroit,Branch,Lansia,Doctor,115,1,5243.0,2024-11-04 08:10:24,2
845.14,Credit,Oklahoma City,Branch,Lansia,Retired,183,1,1702.65,2024-11-04 08:11:10,1
59.73,Debit,Fresno,ATM,Dewasa Muda,Student,56,1,800.93,2024-11-04 08:10:10,1
758.77,Debit,San Antonio,ATM,Lansia Muda,Engineer,114,1,7231.47,2024-11-04 08:08:24,2
301.51,Debit,Charlotte,ATM,Dewasa Muda,Student,284,1,1052.31,2024-11-04 08:11:09,1
418.03,Debit,Austin,Online,Lansia Muda,Doctor,161,1,10721.29,2024-11-04 08:08:43,0
118.06,Credit,Las Vegas,Branch,Dewasa,Doctor,31,1,13560.63,2024-11-04 08:07:10,0
483.92,Debit,New York,ATM,Lansia,Retired,115,1,3138.0,2024-11-04 08:06:59,1
78.93,Debit,Mesa,ATM,Dewasa,Doctor,145,1,9916.24,2024-11-04 08:12:17,0
36.63,Debit,Miami,ATM,Lansia,Retired,261,1,7941.73,2024-11-04 08:07:35,2
87.85,Debit,Colorado Springs,Branch,Dewasa,Engineer,63,1,3753.24,2024-11-04 08:07:16,1
1001.83,Debit,Philadelphia,Online,Dewasa,Doctor,55,1,9733.83,2024-11-04 08:11:43,0
705.34,Debit,Washington,Online,Lansia Muda,Doctor,124,1,5003.22,2024-11-04 08:12:18,2
146.55,Debit,Virginia Beach,Online,Lansia Muda,Retired,124,5,4087.44,2024-11-04 08:07:38,2
116.89,Debit,Columbus,Online,Lansia,Retired,226,1,4880.31,2024-11-04 08:06:37,2
106.41,Debit,Los Angeles,Branch,Lansia Muda,Retired,87,1,1310.38,2024-11-04 08:07:01,1
1087.9,Debit,Boston,ATM,Lansia,Retired,103,1,2513.51,2024-11-04 08:12:04,1
584.41,Debit,Las Vegas,ATM,Dewasa Muda,Student,41,1,4475.22,2024-11-04 08:11:29,2
584.98,Credit,Chicago,Branch,Lansia Muda,Retired,121,1,6521.05,2024-11-04 08:07:59,2
79.21,Debit,Colorado Springs,Branch,Lansia Muda,Retired,140,1,1615.04,2024-11-04 08:07:01,1
173.13,Credit,Atlanta,Online,Dewasa Muda,Student,288,1,1490.34,2024-11-04 08:07:24,1
335.7,Debit,El Paso,ATM,Lansia,Retired,57,1,6601.44,2024-11-04 08:10:11,2
1225.5,Credit,Las Vegas,Online,Lansia Muda,Doctor,109,1,8611.17,2024-11-04 08:11:41,2
422.81,Debit,Los Angeles,Branch,Dewasa Muda,Student,193,1,1929.28,2024-11-04 08:10:28,1
135.43,Debit,San Jose,ATM,Lansia Muda,Retired,92,1,5315.83,2024-11-04 08:08:57,2
584.88,Debit,Philadelphia,ATM,Dewasa Muda,Student,121,1,548.45,2024-11-04 08:11:03,1
308.94,Debit,Los Angeles,Online,Dewasa Muda,Student,167,1,1931.66,2024-11-04 08:07:47,1
295.93,Debit,Boston,Branch,Dewasa,Doctor,117,1,1050.63,2024-11-04 08:09:56,1
1512.99,Debit,Philadelphia,Online,Dewasa Muda,Student,50,1,9963.39,2024-11-04 08:09:45,0
77.44,Debit,Washington,Branch,Lansia Muda,Retired,268,1,1950.63,2024-11-04 08:10:59,1
92.5,Credit,Seattle,Online,Dewasa,Engineer,70,1,6295.45,2024-11-04 08:08:25,2
97.74,Credit,Los Angeles,Online,Dewasa,Engineer,137,1,4113.63,2024-11-04 08:07:15,2
291.68,Debit,Columbus,ATM,Dewasa Muda,Student,90,1,1451.02,2024-11-04 08:11:59,1
56.96,Debit,Albuquerque,ATM,Dewasa Muda,Student,135,1,1597.85,2024-11-04 08:07:18,1
436.8,Debit,Seattle,Online,Dewasa Muda,Student,92,1,1256.33,2024-11-04 08:10:00,1
259.49,Debit,Austin,Online,Lansia,Retired,292,1,7320.61,2024-11-04 08:07:31,2
726.26,Debit,Omaha,Online,Lansia Muda,Retired,147,1,2150.38,2024-11-04 08:06:49,1
568.68,Debit,Houston,ATM,Lansia,Retired,101,1,2940.04,2024-11-04 08:08:39,1
77.57,Debit,Atlanta,Online,Dewasa,Doctor,225,1,12801.93,2024-11-04 08:07:54,0
999.28,Debit,Boston,Online,Dewasa Muda,Engineer,40,1,4272.41,2024-11-04 08:12:15,2
14.16,Credit,Oklahoma City,Branch,Lansia,Retired,290,1,5399.76,2024-11-04 08:10:20,2
1142.83,Credit,Omaha,Branch,Lansia Muda,Retired,48,1,2467.39,2024-11-04 08:11:26,1
61.33,Debit,Raleigh,ATM,Dewasa Muda,Engineer,129,1,7537.4,2024-11-04 08:06:27,2
27.64,Debit,New York,Online,Lansia Muda,Engineer,23,1,7498.51,2024-11-04 08:08:22,2
3.85,Debit,San Jose,ATM,Dewasa Muda,Doctor,32,1,10506.41,2024-11-04 08:08:51,0
431.22,Credit,Austin,Branch,Lansia,Retired,129,1,6505.98,2024-11-04 08:07:30,2
178.55,Debit,Houston,Branch,Lansia Muda,Engineer,67,1,7568.4,2024-11-04 08:12:21,2
248.76,Debit,Denver,ATM,Dewasa Muda,Student,56,1,546.46,2024-11-04 08:06:33,1
76.16,Debit,San Francisco,ATM,Dewasa Muda,Student,99,1,1072.25,2024-11-04 08:12:04,1
347.25,Debit,Indianapolis,ATM,Lansia,Doctor,250,1,7273.55,2024-11-04 08:08:01,2
28.04,Debit,Los Angeles,ATM,Lansia Muda,Doctor,146,5,11197.54,2024-11-04 08:12:17,0
325.98,Debit,Washington,ATM,Dewasa Muda,Student,277,1,782.35,2024-11-04 08:08:23,1
249.56,Debit,New York,Branch,Lansia,Retired,246,1,4444.95,2024-11-04 08:11:08,2
17.43,Debit,Albuquerque,ATM,Lansia Muda,Doctor,33,1,10658.88,2024-11-04 08:08:36,0
198.01,Credit,Austin,Branch,Dewasa Muda,Student,40,1,250.93,2024-11-04 08:10:09,1
585.58,Debit,Raleigh,Branch,Dewasa Muda,Student,55,1,1729.02,2024-11-04 08:09:16,1
434.67,Credit,Virginia Beach,Online,Dewasa Muda,Student,124,1,1298.13,2024-11-04 08:10:09,1
510.7,Credit,Nashville,Online,Dewasa Muda,Student,294,1,5828.48,2024-11-04 08:07:57,2
331.98,Debit,Denver,ATM,Lansia,Retired,12,1,7600.99,2024-11-04 08:09:26,2
199.54,Debit,Portland,Online,Lansia Muda,Engineer,268,1,9603.73,2024-11-04 08:10:49,0
212.97,Debit,Atlanta,Online,Lansia Muda,Engineer,178,1,4180.4,2024-11-04 08:10:42,2
270.56,Debit,Philadelphia,Online,Dewasa Muda,Student,139,1,1268.44,2024-11-04 08:08:05,1
306.37,Debit,Colorado Springs,ATM,Dewasa Muda,Engineer,120,1,9609.67,2024-11-04 08:07:43,0
643.02,Credit,Detroit,ATM,Dewasa,Doctor,85,1,11989.39,2024-11-04 08:07:01,0
98.48,Debit,Miami,Branch,Dewasa,Engineer,12,1,9538.92,2024-11-04 08:11:29,0
889.01,Debit,Virginia Beach,Online,Dewasa,Engineer,169,1,4826.88,2024-11-04 08:11:23,2
537.86,Debit,Kansas City,Online,Dewasa Muda,Student,134,1,293.06,2024-11-04 08:09:27,1
241.18,Debit,Mesa,ATM,Dewasa Muda,Student,162,1,1445.53,2024-11-04 08:06:56,1
130.54,Debit,Atlanta,ATM,Lansia Muda,Doctor,94,1,11204.62,2024-11-04 08:09:50,0
800.29,Credit,San Diego,Branch,Dewasa Muda,Student,84,1,693.4,2024-11-04 08:11:42,1
8.81,Debit,Dallas,Online,Lansia Muda,Doctor,165,1,13523.65,2024-11-04 08:09:40,0
28.52,Debit,Detroit,ATM,Dewasa Muda,Student,163,1,662.51,2024-11-04 08:08:28,1
431.31,Credit,Atlanta,Online,Dewasa Muda,Student,99,1,342.73,2024-11-04 08:09:29,1
885.33,Credit,Raleigh,ATM,Dewasa,Engineer,59,1,7764.16,2024-11-04 08:10:03,2
199.23,Debit,Tucson,ATM,Dewasa Muda,Engineer,54,1,9834.0,2024-11-04 08:07:46,0
42.26,Debit,Raleigh,ATM,Dewasa,Doctor,171,1,268.77,2024-11-04 08:09:35,1
166.06,Debit,Indianapolis,ATM,Dewasa,Engineer,172,1,5397.68,2024-11-04 08:07:04,2
357.72,Debit,Miami,ATM,Lansia Muda,Retired,25,1,7659.5,2024-11-04 08:11:19,2
588.37,Debit,Dallas,Online,Dewasa Muda,Student,284,1,1926.08,2024-11-04 08:07:39,1
72.82,Debit,Houston,Online,Lansia,Doctor,127,1,6911.62,2024-11-04 08:06:49,2
162.36,Debit,Tucson,Online,Dewasa,Engineer,147,1,7527.04,2024-11-04 08:09:02,2
584.82,Credit,Nashville,Online,Dewasa,Doctor,109,1,12071.1,2024-11-04 08:09:47,0
38.15,Credit,Oklahoma City,Online,Lansia,Retired,129,1,1425.47,2024-11-04 08:12:23,1
477.54,Credit,San Francisco,ATM,Dewasa Muda,Student,52,1,1598.63,2024-11-04 08:06:48,1
639.57,Debit,Philadelphia,Branch,Lansia Muda,Doctor,43,1,11726.47,2024-11-04 08:12:02,0
58.23,Debit,Phoenix,Online,Dewasa Muda,Student,34,1,9189.76,2024-11-04 08:09:59,0
776.21,Credit,Raleigh,Online,Lansia,Retired,99,1,4895.87,2024-11-04 08:06:38,2
248.76,Debit,Portland,Branch,Dewasa Muda,Student,117,1,6178.77,2024-11-04 08:09:07,2
188.61,Debit,Boston,Online,Lansia,Retired,26,1,7167.57,2024-11-04 08:06:23,2
675.37,Credit,Jacksonville,Online,Lansia Muda,Retired,31,1,4704.91,2024-11-04 08:11:11,2
94.82,Credit,Columbus,Branch,Lansia,Retired,56,1,1267.72,2024-11-04 08:12:17,1
425.18,Credit,Fresno,Online,Lansia Muda,Engineer,135,1,5790.55,2024-11-04 08:11:26,2
50.28,Debit,Oklahoma City,Branch,Lansia Muda,Engineer,65,1,5729.1,2024-11-04 08:06:46,2
864.72,Credit,Detroit,Branch,Dewasa,Engineer,58,1,7379.38,2024-11-04 08:11:10,2
70.68,Debit,El Paso,Online,Dewasa Muda,Student,105,1,1478.41,2024-11-04 08:10:55,1
261.77,Debit,Chicago,Online,Dewasa Muda,Student,46,1,824.71,2024-11-04 08:11:48,1
183.22,Debit,Milwaukee,ATM,Dewasa Muda,Student,63,1,1024.42,2024-11-04 08:07:27,1
58.32,Credit,Louisville,Branch,Dewasa Muda,Engineer,275,4,6027.49,2024-11-04 08:06:58,2
156.86,Debit,Charlotte,ATM,Lansia Muda,Doctor,102,1,14453.35,2024-11-04 08:10:27,0
120.67,Debit,Colorado Springs,ATM,Dewasa,Doctor,233,1,5374.54,2024-11-04 08:12:08,2
308.62,Credit,Sacramento,Branch,Lansia Muda,Engineer,101,1,9148.08,2024-11-04 08:06:47,0
506.81,Debit,Milwaukee,ATM,Lansia Muda,Engineer,41,1,2757.23,2024-11-04 08:08:00,1
328.39,Debit,New York,ATM,Dewasa,Engineer,108,1,2523.83,2024-11-04 08:11:57,1
796.3,Debit,Austin,Branch,Lansia,Retired,64,1,1498.79,2024-11-04 08:08:32,1
72.47,Debit,Boston,Online,Dewasa Muda,Doctor,72,1,1305.56,2024-11-04 08:11:10,1
279.6,Debit,Fort Worth,ATM,Dewasa Muda,Student,131,1,1910.9,2024-11-04 08:06:53,1
304.2,Debit,Indianapolis,Online,Dewasa Muda,Student,102,1,423.64,2024-11-04 08:10:19,1
351.38,Debit,New York,Branch,Lansia Muda,Retired,21,1,7606.63,2024-11-04 08:06:32,2
86.07,Debit,Dallas,Branch,Dewasa,Doctor,23,1,842.56,2024-11-04 08:12:19,1
604.5,Debit,Portland,ATM,Dewasa Muda,Student,80,1,709.42,2024-11-04 08:06:32,1
258.7,Debit,Charlotte,ATM,Dewasa Muda,Student,123,1,1358.37,2024-11-04 08:06:36,1
994.63,Debit,Austin,Online,Lansia Muda,Doctor,158,1,13538.14,2024-11-04 08:09:25,0
11.46,Credit,Austin,Branch,Lansia,Retired,64,1,7258.33,2024-11-04 08:08:10,2
63.76,Debit,San Antonio,ATM,Lansia,Retired,100,1,4980.26,2024-11-04 08:10:22,2
446.83,Credit,Miami,Branch,Lansia Muda,Retired,143,1,1623.5,2024-11-04 08:09:33,1
63.54,Debit,Dallas,ATM,Dewasa Muda,Engineer,136,1,4401.78,2024-11-04 08:07:31,2
81.11,Debit,Charlotte,Online,Dewasa,Engineer,110,1,2051.37,2024-11-04 08:07:46,1
441.26,Credit,Tucson,Branch,Lansia Muda,Doctor,87,5,13704.92,2024-11-04 08:11:41,0
170.96,Debit,Washington,Branch,Lansia Muda,Doctor,69,1,13374.89,2024-11-04 08:06:53,0
48.51,Debit,Austin,Branch,Dewasa Muda,Student,69,1,3363.23,2024-11-04 08:10:53,1
325.03,Debit,Jacksonville,Branch,Lansia Muda,Doctor,106,1,13521.76,2024-11-04 08:10:08,0
125.83,Debit,Los Angeles,ATM,Lansia Muda,Retired,138,1,6109.86,2024-11-04 08:11:30,2
506.83,Debit,Indianapolis,Branch,Dewasa,Engineer,45,1,9975.79,2024-11-04 08:07:31,0
738.94,Debit,Philadelphia,Branch,Dewasa,Doctor,173,1,13856.18,2024-11-04 08:08:51,0
180.36,Credit,Oklahoma City,Online,Dewasa,Engineer,55,1,9905.23,2024-11-04 08:06:40,0
225.1,Debit,Boston,ATM,Dewasa Muda,Student,35,1,1547.71,2024-11-04 08:07:08,1
359.51,Debit,Charlotte,Online,Lansia,Retired,157,1,7153.72,2024-11-04 08:12:11,2
720.46,Debit,Tucson,Branch,Lansia Muda,Retired,44,1,3101.54,2024-11-04 08:08:35,1
1116.57,Debit,Tucson,ATM,Lansia Muda,Retired,104,1,1393.14,2024-11-04 08:07:14,1
291.46,Debit,Miami,ATM,Lansia Muda,Retired,135,1,7142.53,2024-11-04 08:10:03,2
1192.95,Debit,Las Vegas,Branch,Dewasa Muda,Student,73,1,325.15,2024-11-04 08:08:01,1
98.24,Debit,Mesa,Online,Dewasa Muda,Student,148,1,580.66,2024-11-04 08:08:58,1
100.48,Credit,Milwaukee,Branch,Dewasa Muda,Student,104,1,6149.81,2024-11-04 08:12:12,2
45.9,Debit,Columbus,Branch,Lansia Muda,Engineer,264,1,5698.25,2024-11-04 08:07:45,2
258.21,Debit,San Antonio,Online,Dewasa,Doctor,225,1,9562.41,2024-11-04 08:10:11,0
1079.11,Debit,Las Vegas,Online,Lansia Muda,Engineer,211,1,2038.31,2024-11-04 08:07:41,1
287.51,Debit,El Paso,Online,Dewasa Muda,Student,255,1,187.65,2024-11-04 08:08:19,1
501.3,Credit,San Antonio,Online,Dewasa Muda,Engineer,146,1,8520.08,2024-11-04 08:08:07,2
26.1,Debit,Mesa,ATM,Dewasa Muda,Student,32,1,1435.72,2024-11-04 08:07:09,1
436.77,Debit,Jacksonville,ATM,Dewasa Muda,Student,176,1,825.69,2024-11-04 08:09:11,1
292.38,Debit,Baltimore,ATM,Lansia,Doctor,224,1,5803.89,2024-11-04 08:09:42,2
1026.46,Debit,Philadelphia,Branch,Lansia Muda,Retired,165,1,3134.47,2024-11-04 08:07:24,1
25.29,Debit,Miami,Online,Lansia Muda,Engineer,125,1,5374.69,2024-11-04 08:06:44,2
123.35,Credit,Baltimore,Online,Dewasa,Doctor,10,1,6852.16,2024-11-04 08:09:58,2
139.52,Debit,Portland,Branch,Dewasa Muda,Student,31,1,1570.22,2024-11-04 08:08:00,1
51.2,Debit,Tucson,Online,Dewasa Muda,Student,83,1,730.6,2024-11-04 08:06:44,1
122.85,Credit,Seattle,Online,Dewasa,Doctor,127,3,13185.39,2024-11-04 08:07:00,0
161.38,Credit,Colorado Springs,Online,Dewasa Muda,Student,101,1,3900.34,2024-11-04 08:10:55,1
2.51,Debit,Baltimore,Online,Lansia Muda,Retired,32,1,4891.56,2024-11-04 08:11:22,2
22.62,Debit,Virginia Beach,ATM,Lansia Muda,Doctor,102,1,7682.0,2024-11-04 08:11:17,2
126.83,Debit,Austin,Branch,Lansia Muda,Retired,39,1,6100.98,2024-11-04 08:10:31,2
46.6,Debit,Detroit,Online,Lansia Muda,Doctor,68,1,1562.9,2024-11-04 08:06:23,1
243.8,Debit,San Francisco,Branch,Lansia Muda,Doctor,48,1,13732.81,2024-11-04 08:10:09,0
231.51,Credit,Oklahoma City,Branch,Lansia Muda,Retired,96,1,5790.7,2024-11-04 08:12:09,2
175.05,Debit,San Francisco,Online,Dewasa,Engineer,34,1,1447.35,2024-11-04 08:08:09,1
762.74,Debit,Los Angeles,ATM,Lansia Muda,Doctor,244,1,207.1,2024-11-04 08:06:39,1
34.03,Debit,Los Angeles,Branch,Lansia Muda,Engineer,38,1,3077.2,2024-11-04 08:09:59,1
15.95,Debit,Raleigh,Branch,Dewasa Muda,Student,52,1,1983.0,2024-11-04 08:11:39,1
926.53,Debit,Milwaukee,ATM,Lansia Muda,Engineer,107,1,3120.1,2024-11-04 08:06:24,1
101.51,Credit,Tucson,Online,Dewasa,Engineer,199,1,3052.47,2024-11-04 08:11:54,1
309.42,Debit,Fresno,Branch,Dewasa Muda,Engineer,42,1,8564.46,2024-11-04 08:10:21,2
257.6,Credit,Fort Worth,Online,Lansia Muda,Retired,293,1,7950.74,2024-11-04 08:09:57,2
746.78,Credit,Mesa,Branch,Dewasa Muda,Student,64,1,1699.81,2024-11-04 08:07:44,1
82.01,Credit,Sacramento,Branch,Dewasa Muda,Student,156,1,287.46,2024-11-04 08:07:14,1
476.99,Debit,San Diego,Online,Dewasa Muda,Student,187,1,1154.48,2024-11-04 08:10:10,1
320.11,Debit,El Paso,Branch,Dewasa Muda,Student,130,1,4076.48,2024-11-04 08:07:38,2
333.39,Debit,Philadelphia,ATM,Lansia,Doctor,35,1,10628.59,2024-11-04 08:08:37,0
10.3,Debit,Fresno,ATM,Dewasa,Engineer,197,1,7801.32,2024-11-04 08:10:12,2
737.46,Credit,Albuquerque,Branch,Lansia Muda,Doctor,75,4,634.16,2024-11-04 08:07:37,1
416.55,Debit,Oklahoma City,Online,Dewasa,Engineer,73,1,922.96,2024-11-04 08:07:20,1
84.91,Debit,Raleigh,Online,Dewasa Muda,Student,68,1,1671.86,2024-11-04 08:06:59,1
98.95,Debit,Mesa,Branch,Lansia,Retired,73,1,5670.82,2024-11-04 08:07:52,2
18.14,Credit,Milwaukee,ATM,Lansia Muda,Retired,48,1,6020.85,2024-11-04 08:11:08,2
1154.79,Debit,Columbus,ATM,Lansia Muda,Doctor,108,1,6180.3,2024-11-04 08:11:47,2
215.13,Debit,Charlotte,Online,Dewasa,Engineer,114,1,3956.69,2024-11-04 08:08:16,1
218.57,Credit,Memphis,Branch,Lansia Muda,Doctor,102,1,13869.86,2024-11-04 08:08:19,0
341.88,Debit,Austin,ATM,Dewasa,Engineer,89,1,4159.52,2024-11-04 08:11:00,2
691.92,Debit,Boston,Online,Dewasa Muda,Student,61,1,1084.65,2024-11-04 08:12:13,1
50.43,Debit,San Jose,Branch,Dewasa,Doctor,51,1,9794.26,2024-11-04 08:09:10,0
440.43,Debit,Colorado Springs,Branch,Lansia,Retired,23,1,5123.24,2024-11-04 08:07:52,2
